Dimensions,N colloids,N particles per filament,N filaments,baseline radius,bidisperse,repulsive number,repulsive constant,repulsive constant from wall,contractility,inextensibility,ODE solver method,spring constant of string,characteristic velocity,viscosity,normalized length of strings,length of strings,segment length of string,initial volume fraction,filament fraction,maximum filament number,volume fraction,periodic boundary,full repulsion,seed,Simulation time,Seed,CPU time (s)
2,160,10,324,1,1.4,1,1,1,1,10,bdf,21.037450805290185,1,1.0,6.4,8.959999999999999,0.9955555555555554,0.8265879337445688,0.6997840172786177,463,0.8265879337445688,False,True,0,446800.0,0,103.12247920036316
